MSZoning;Street;LotShape;Neighborhood;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;Heating;CentralAir;KitchenQual;FireplaceQu;GarageFinish;GarageQual;SaleCondition;MSSubClass;LotFrontage;LotArea;OverallQual;OverallCond;YearBuilt;YearRemodAdd;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;Fireplaces;GarageArea;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea
3.0;1.0;3.0;12.0;3.0;4.0;1.0;3.0;3.0;0.0;1.0;1.0;3.0;2.0;1.0;4.0;4.0;0.5439791598783651;0.7842016969765204;0.25185108632167313;-0.8213698689297244;-0.5238792311271732;-0.16236230029203946;-0.9136672076581663;5.46561693316839;0.15422408981283003;0.5238553981544081;-0.4261558783442908;-0.08300078188218804;-0.8028202330108783;-0.11910392376470172;-0.842423555423531;1.1072297771985933;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;0.5915687567924948;0.03773813968317664;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;14.0;3.0;4.0;1.0;2.0;3.0;3.0;1.0;1.0;3.0;4.0;1.0;4.0;0.0;-0.8677867357567313;0.6995302414498903;0.11051558066717736;0.6420738166614013;-0.5238792311271732;0.22903177991806428;-0.33420850300279603;0.5951219593740943;0.563945852068262;-0.28550406121847727;-0.007300663877531595;0.47643181793286643;-0.8028202330108783;-0.11910392376470172;0.14008017980253634;-0.8172410260275329;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;0.5915687567924948;0.00935555941920342;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;12.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;1.0;2.0;4.0;4.0;0.07339052799999965;0.7842016969765204;0.2704478633814752;0.6420738166614013;0.37256531336241683;-0.19497847364288143;0.24525020165257425;0.4213825429486141;0.019103083111570576;-0.28550406121847727;-0.5739871305090294;-0.6628175654961717;1.0184179027355942;-0.11910392376470172;0.8745732634181401;-0.8172410260275329;-0.24287002311294137;0.7731479393081835;1.2366005288838708;0.1363614898359921;-0.2129381893127126;3.694274175608225;0.04719899977116771;-0.7395763709638608;-0.10979760148703784;-0.35224265458725246;-0.1211014551294333;3.1076595684188923;-0.07104972932364481
3.0;1.0;3.0;14.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;5.0;2.0;4.0;4.0;-0.8677867357567313;0.6430826044321368;-0.10148767781456632;0.6420738166614013;-0.5238792311271732;-0.06451378023951353;-0.7688025314943238;0.37505203190181935;-0.9703313853137809;-0.28550406121847727;1.3299002079762399;0.23408652165670923;-0.8028202330108783;-0.11910392376470172;-0.6936171644572529;-0.8172410260275329;-0.24287002311294137;-1.056955151193068;1.2366005288838708;0.1363614898359921;-0.2129381893127126;-0.9597839526153701;0.24587706161898026;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;8.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;4.0;1.0;4.0;4.0;0.07339052799999965;-1.614822876278;-0.24393899009265022;-0.0896480261341616;-0.5238792311271732;1.0118199403382717;0.8247089063079446;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;0.9849606195918499;-0.11470951223607777;2.0588001877807667;-0.11910392376470172;1.410657825745373;-0.8172410260275329;-0.24287002311294137;0.7731479393081835;1.2366005288838708;1.379363074160575;-0.2129381893127126;0.5915687567924948;-0.4069222844524038;0.18669293171165785;-0.05215135156244833;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;6.0;3.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;4.0;0.0;-0.8677867357567313;-1.614822876278;0.9585286145941521;-0.0896480261341616;-0.5238792311271732;-0.5863725538529851;-1.5414141377014843;0.4677130539954088;-0.8940533976598442;5.209287893430251;0.749774536602493;1.6949530272466289;-0.8028202330108783;-0.11910392376470172;1.3953956318001137;1.1072297771985933;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;2.14292146620036;-0.1230964818126716;0.5417628310706066;1.0143042720424573;2.741869007660089;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
4.0;1.0;0.0;17.0;3.0;2.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;5.0;1.0;4.0;4.0;-0.8677867357567313;-0.23185576934304108;-0.2284106812477155;-0.8213698689297244;1.2690098578520068;-0.5211402071513013;0.4866913285923119;-0.59788870008087;-0.5780445916649631;3.792908839527702;-1.2773055120200583;-0.5337177347696206;-0.8028202330108783;-0.11910392376470172;-1.3403526328876156;1.1072297771985933;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;-1.1066400944885906;-0.2129381893127126;-0.9597839526153701;1.1541196300661234;0.3410711488242443;0.0054948983621411675;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;7.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;5.0;0.0;4.0;4.0;0.07339052799999965;0.5019635118877533;-0.25491108855793343;-0.0896480261341616;0.37256531336241683;0.19641560656722232;-0.38249672839074356;0.2128952432380378;0.1956321402535386;-0.28550406121847727;-0.9301260561786268;-0.8394804917535572;0.8545064705184117;-0.11910392376470172;-0.19378031275001079;-0.8172410260275329;-0.24287002311294137;-1.056955151193068;1.2366005288838708;0.1363614898359921;-0.2129381893127126;-0.9597839526153701;-0.17040078225262698;1.2055891646547285;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;23.0;3.0;4.0;1.0;2.0;0.0;3.0;1.0;1.0;3.0;4.0;0.0;4.0;4.0;-0.8677867357567313;-0.2883034063607945;0.16035494318744692;-0.0896480261341616;-0.5238792311271732;0.4899611667248001;0.05209730010078415;0.16656473219124307;2.0764293786920374;1.0297050602624613;-1.2773055120200583;1.2351764371152278;-0.8028202330108783;-0.11910392376470172;0.23546889196040696;1.1072297771985933;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;0.5915687567924948;0.6621549054905875;0.742454513316969;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;6.0;3.0;4.0;0.0;3.0;3.0;3.0;3.0;0.0;3.0;5.0;2.0;3.0;4.0;-0.27955094590877444;-0.06251285828978084;-0.009061695827349994;-0.8213698689297244;-0.5238792311271732;-1.4670092343257186;-1.6862788138653269;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;0.4429126949878085;-0.6628175654961717;-0.8028202330108783;-0.11910392376470172;-1.4090325056412825;-0.8172410260275329;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;-1.1066400944885906;-0.2129381893127126;-0.9597839526153701;-1.3057039928115557;-0.7395763709638608;-0.7150832256952275;1.4526558150570297;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;12.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;5.0;2.0;4.0;4.0;0.7792734758175478;0.9535446080297807;0.0884783998513119;-0.8213698689297244;-0.5238792311271732;-0.06451378023951353;-0.7688025314943238;1.5333148080716876;0.11935415259960179;-0.28550406121847727;0.39811534584697866;0.42433890378004757;2.1475855468984073;-0.11910392376470172;2.1108109729841433;1.1072297771985933;3.9910432156320663;0.7731479393081835;3.238145906792779;3.86536624280974;4.224653288802144;-0.9597839526153701;2.3272662809770166;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
4.0;1.0;3.0;3.0;3.0;4.0;0.0;3.0;3.0;3.0;1.0;1.0;3.0;2.0;2.0;4.0;3.0;-0.16190378793918309;-0.14718431381641098;-0.41391353241924117;-0.8213698689297244;0.37256531336241683;-1.4017768876240346;-1.6862788138653269;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;1.0566363782171777;-0.04223241428432982;0.41285622259989213;-0.11910392376470172;0.09238582372360105;-0.8172410260275329;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;0.5915687567924948;-1.1874432417116674;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;8.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;2.0;0.0;4.0;5.0;0.07339052799999965;0.21972532679898624;-0.0422569428790967;-0.0896480261341616;-0.5238792311271732;1.1096684603907978;1.066150033247682;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;0.4765107068434309;-0.6288439258312898;0.7930396834369683;-0.11910392376470172;-0.08312940664688089;-0.8172410260275329;-0.24287002311294137;0.7731479393081835;1.2366005288838708;0.1363614898359921;-0.2129381893127126;0.5915687567924948;-0.3927309943204172;-0.7395763709638608;0.3225492729473834;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;20.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;5.0;1.0;4.0;4.0;-0.8677867357567313;0.27617296381673967;-0.0565764612151443;0.6420738166614013;-0.5238792311271732;1.0444361136891138;0.8729971316958921;-0.59788870008087;0.8450847208499147;-0.28550406121847727;-0.509030974254826;0.2612654333886147;-0.8028202330108783;-0.11910392376470172;-0.6249372917035859;1.1072297771985933;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;-1.1066400944885906;-0.2129381893127126;-0.9597839526153701;0.37359867280685977;-0.7395763709638608;-0.12420916396818521;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
1.0;1.0;0.0;21.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;5.0;1.0;4.0;5.0;2.426333687391827;-0.626989228467315;-0.5988584802789728;0.6420738166614013;-0.5238792311271732;1.1422846337416397;1.066150033247682;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;0.12261164863087501;-0.9866995969680453;0.6200220605410534;-0.11910392376470172;-0.5295485795457153;-0.8172410260275329;-0.24287002311294137;0.7731479393081835;1.2366005288838708;-1.1066400944885906;-0.2129381893127126;-0.9597839526153701;0.24587706161898026;-0.7395763709638608;0.06314114828673066;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;6.0;2.0;2.0;2.0;2.0;3.0;0.0;1.0;1.0;0.0;4.0;0.0;4.0;4.0;-0.8677867357567313;1.207558974609671;0.6330850160476157;0.6420738166614013;2.1654544023415965;-0.3906755137479333;0.8247089063079446;-0.59788870008087;2.0938643472986516;-0.28550406121847727;-0.1663312533274776;1.9055895931688962;-0.8028202330108783;-0.11910392376470172;0.7143202269929174;1.1072297771985933;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;2.14292146620036;0.43036383333480616;-0.7395763709638608;2.268110207902279;2.2584140604339416;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;12.0;3.0;4.0;3.0;4.0;4.0;4.0;5.0;0.0;3.0;5.0;2.0;4.0;4.0;0.7792734758175478;-1.614822876278;-0.19967866069032128;-2.2848135545208503;-1.420323775616763;-0.7168372472563531;-1.6862788138653269;1.3711580194079063;-0.9703313853137809;-0.28550406121847727;-1.2773055120200583;-2.4022679163381224;-0.8028202330108783;-0.11910392376470172;-0.9301811706087719;-0.8172410260275329;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;-1.1066400944885906;4.224653288802144;-0.9597839526153701;-0.35961798401244843;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;16.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;5.0;1.0;4.0;5.0;-0.8677867357567313;0.6148587859232602;-0.10697372704720792;0.6420738166614013;-0.5238792311271732;1.2401331537941656;1.1627264840235771;0.9541834199867536;-0.9703313853137809;-0.28550406121847727;2.0869754084562646;0.999625868772047;-0.8028202330108783;-0.11910392376470172;-0.048789470270047465;-0.8172410260275329;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;-0.9597839526153701;0.7946069467224625;-0.7395763709638608;0.9278348971555731;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;19.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;2.0;5.0;2.0;4.0;4.0;-0.8677867357567313;-1.614822876278;-0.19967866069032128;-0.8213698689297244;0.37256531336241683;-0.16236230029203946;1.0178618078597346;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;1.4732517252268953;0.37904071756020513;-0.8028202330108783;-0.11910392376470172;-0.5715196128951784;-0.8172410260275329;-0.24287002311294137;-1.056955151193068;1.2366005288838708;0.1363614898359921;-0.2129381893127126;-0.9597839526153701;-0.9698434596878727;-0.7395763709638608;0.22166833557935178;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;12.0;2.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;2.0;2.0;4.0;4.0;-0.3971981038783658;0.07860623425460271;0.1350633263861161;-0.8213698689297244;1.2690098578520068;-0.7168372472563531;-1.6862788138653269;-0.59788870008087;-0.1530672318787439;-0.28550406121847727;-0.2536860841520958;-0.5178633695926758;-0.8028202330108783;4.727728698092042;-0.4952086431688819;-0.8172410260275329;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;0.5915687567924948;-0.8894261489399485;-0.7395763709638608;-0.3115594762231011;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;7.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;0.0;3.0;5.0;3.0;5.0;4.0;-0.6324924198175486;0.27617296381673967;-0.4730512834694118;-0.8213698689297244;0.37256531336241683;-1.4996254076765605;-1.6862788138653269;-0.59788870008087;0.049614278173145294;-0.28550406121847727;-0.3903179990316269;-0.44538627164092776;-0.8028202330108783;-0.11910392376470172;-1.2659494374044764;1.1072297771985933;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;-1.1066400944885906;-0.2129381893127126;-0.9597839526153701;-2.251790001610663;-0.7395763709638608;-0.7150832256952275;1.194813176536418;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;14.0;3.0;2.0;1.0;2.0;3.0;3.0;1.0;1.0;3.0;4.0;2.0;4.0;4.0;-0.8677867357567313;0.6148587859232602;-0.041977991223199666;-0.0896480261341616;0.37256531336241683;0.2942641266197482;-0.237632052226901;0.3113475792124766;0.3917755370779475;6.423327082489579;-1.2773055120200583;1.4163691819945976;-0.8028202330108783;-0.11910392376470172;0.3022409904709164;1.1072297771985933;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;0.5915687567924948;0.6432331853146054;2.2244853975977987;1.1728314593350786;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;19.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;4.0;2.0;4.0;4.0;-0.8677867357567313;-1.614822876278;-0.06513097866265326;-1.5530917117252874;-1.420323775616763;0.16379943321638032;0.39011487781641685;-0.59788870008087;1.4618467353088893;-0.28550406121847727;-0.9077273816082118;0.4990809110427877;-0.8028202330108783;-0.11910392376470172;0.1763278904225272;1.1072297771985933;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;0.5915687567924948;0.06612071994714987;0.18669293171165785;0.40901864783426767;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;0.0;19.0;3.0;4.0;1.0;2.0;3.0;0.0;1.0;1.0;3.0;5.0;2.0;4.0;4.0;0.6616263178479564;-1.614822876278;-0.3198138404966427;-0.8213698689297244;-0.5238792311271732;0.3594964733214322;-0.14105560145100596;-0.59788870008087;0.5225378016275534;-0.28550406121847727;-0.8898084419518799;-0.45897572750688054;-0.8028202330108783;-0.11910392376470172;-1.277396082863421;1.1072297771985933;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;-1.1066400944885906;-0.2129381893127126;-0.9597839526153701;0.472937703730766;0.18669293171165785;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
1.0;1.0;3.0;21.0;2.0;4.0;2.0;2.0;1.0;3.0;1.0;1.0;2.0;2.0;1.0;4.0;5.0;-0.8677867357567313;0.07860623425460271;-0.32464900253219126;0.6420738166614013;-0.5238792311271732;1.1422846337416397;1.0178618078597346;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;1.6188431099345924;0.5262598227746932;-0.8028202330108783;-0.11910392376470172;-0.4322520931446873;1.1072297771985933;-0.24287002311294137;0.7731479393081835;-0.7649448490250373;-1.1066400944885906;-0.2129381893127126;0.5915687567924948;0.45401598355478384;0.9277083738520727;1.0287158345236047;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;12.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;4.0;1.0;4.0;4.0;-0.8677867357567313;1.9978258928582189;0.13655106855090027;-0.0896480261341616;-1.420323775616763;-0.5863725538529851;-1.5414141377014843;-0.07667045080442929;1.261344596332827;-0.28550406121847727;-0.1999292651831;1.0064205967050233;-0.8028202330108783;-0.11910392376470172;-0.04306614754057522;1.1072297771985933;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;-1.1066400944885906;-0.2129381893127126;0.5915687567924948;0.1370771706070829;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;5.020780698189742;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;12.0;3.0;4.0;1.0;3.0;3.0;3.0;1.0;1.0;3.0;5.0;2.0;4.0;0.0;-0.8677867357567313;0.3890682378522465;-0.12445469748342187;-1.5530917117252874;-0.5238792311271732;-0.03189760688867154;-0.7205143061063762;-0.59788870008087;-0.9703313853137809;-0.28550406121847727;0.6579399708637919;-0.44538627164092776;-0.8028202330108783;-0.11910392376470172;-1.2659494374044764;-0.8172410260275329;-0.24287002311294137;-1.056955151193068;-0.7649448490250373;0.1363614898359921;-0.2129381893127126;-0.9597839526153701;-0.9272695892919128;-0.7395763709638608;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
3.0;1.0;3.0;20.0;3.0;4.0;1.0;2.0;3.0;0.0;1.0;1.0;3.0;4.0;2.0;4.0;2.0;0.7792734758175478;0.19150150829010953;-0.34157206965661113;-0.8213698689297244;-0.5238792311271732;0.2616479532689063;-0.2859202776148485;0.9947226171526989;1.3964656030340863;-0.28550406121847727;-1.2773055120200583;0.0574235953993236;-0.8028202330108783;-0.11910392376470172;-0.579150709867808;3.0317005804247192;-0.24287002311294137;-2.8870582416943193;3.238145906792779;-1.1066400944885906;4.224653288802144;2.14292146620036;0.24587706161898026;0.18669293171165785;-0.7150832256952275;-0.35224265458725246;-0.1211014551294333;-0.276077669320495;-0.07104972932364481
